country,province,postal code,city,latitude,longitude
US,MA,1266,West Stockbridge,42.328535,-73.36407
US,MA,1267,Williamstown,42.689962,-73.22355
US,MA,1270,Windsor,42.443726,-73.116127
US,MA,1301,Greenfield,42.605524,-72.60098
US,MA,1302,Greenfield,42.522178,-72.624164
US,MA,1330,Ashfield,42.521131,-72.81116
US,MA,1331,Athol,42.579931,-72.20836
US,MA,1337,Bernardston,42.678023,-72.55569
US,MA,1338,Buckland,42.569498,-72.802
US,MA,1339,Charlemont,42.626858,-72.87939
US,MA,1340,Colrain,42.673371,-72.73104
US,MA,1341,Conway,42.508313,-72.70403
US,MA,1342,Deerfield,42.542322,-72.6091
US,MA,1343,Drury,42.642666,-72.986231
US,MA,1344,Erving,42.607051,-72.41396
US,MA,1346,Heath,42.669255,-72.80494
US,MA,1347,Lake Pleasant,42.556558,-72.518104
US,MA,1349,Turners Falls,42.5737,-72.50525
US,MA,1350,Monroe Bridge,42.712257,-72.97629
US,MA,1351,Montague,42.534976,-72.52522
US,MA,1354,Northfield,42.522178,-72.624164
US,MA,1355,New Salem,42.485899,-72.33345
US,MA,1360,Northfield,42.682285,-72.45649
US,MA,1364,Orange,42.599614,-72.29263
US,MA,1366,Petersham,42.474718,-72.21226
US,MA,1367,Rowe,42.694883,-72.90962
US,MA,1368,Royalston,42.671012,-72.16999
US,MA,1369,Shattuckville,42.522178,-72.624164
US,MA,1370,Shelburne Falls,42.603447,-72.72754
US,MA,1373,South Deerfield,42.472734,-72.62452
US,MA,1374,Charlemont,42.636459,-72.798742
US,MA,1375,Sunderland,42.449978,-72.56302
US,MA,1376,Turners Falls,42.609425,-72.54438
US,MA,1378,Warwick,42.667152,-72.32729
US,MA,1379,Wendell,42.547274,-72.41724
US,MA,1380,Wendell Depot,42.594455,-72.36314
US,MA,1393,Whately,42.459814,-72.593626
US,MA,1420,Fitchburg,42.578689,-71.80338
US,MA,1427,Westborough,42.286575,-71.585753
US,MA,1430,Ashburnham,42.658768,-71.93287
US,MA,1431,Ashby,42.672005,-71.8137
US,MA,1432,Ayer,42.549821,-71.59136
US,MA,1436,Baldwinville,42.608903,-72.08021
US,MA,1438,East Templeton,42.563367,-72.03498
US,MA,1440,Gardner,42.575355,-71.99183
US,MA,1441,Gardner,42.364807,-71.896868
US,MA,1450,Groton,42.609887,-71.55722
US,MA,1451,Harvard,42.505928,-71.5888
US,MA,1452,Hubbardston,42.477515,-71.99654
US,MA,1453,Leominster,42.526523,-71.75358
US,MA,1460,Littleton,42.540052,-71.49085
US,MA,1462,Lunenburg,42.582839,-71.72051
US,MA,1463,Pepperell,42.665686,-71.5929
US,MA,1464,Shirley,42.559289,-71.64555
US,MA,1467,Still River,42.488666,-71.62412
US,MA,1468,Templeton,42.557796,-72.06824
US,MA,1469,Townsend,42.658738,-71.69204
US,MA,1470,Groton,42.446396,-71.459405
US,MA,1471,Groton,42.446396,-71.459405
US,MA,1472,West Groton,42.446396,-71.459405
US,MA,1473,Westminster,42.544622,-71.9021
US,MA,1474,West Townsend,42.669408,-71.74578
US,MA,1475,Winchendon,42.675441,-72.0467
US,MA,1477,Winchendon Springs,42.364807,-71.896868
US,MA,1501,Auburn,42.20361,-71.83843
US,MA,1503,Berlin,42.380562,-71.62665
US,MA,1504,Blackstone,42.028147,-71.52999
US,MA,1505,Boylston,42.338392,-71.73026
US,MA,1506,Brookfield,42.200374,-72.09787
US,MA,1507,Charlton,42.135142,-71.96961
US,MA,1508,Charlton City,42.109748,-72.079455
US,MA,1509,Charlton Depot,42.364807,-71.896868
US,MA,1510,Clinton,42.418836,-71.68482
US,MA,1515,East Brookfield,42.212777,-72.05311
US,MA,1516,Douglas,42.061437,-71.72887
US,MA,1517,East Princeton,42.364807,-71.896868
US,MA,1518,Fiskdale,42.12515,-72.12393
US,MA,1519,Grafton,42.201674,-71.68771
US,MA,1520,Holden,42.338962,-71.84434
US,MA,1521,Holland,42.054676,-72.16137
US,MA,1522,Jefferson,42.369658,-71.87418
US,MA,1523,Lancaster,42.473131,-71.67946
US,MA,1524,Leicester,42.238942,-71.91908
US,MA,1525,Linwood,42.364807,-71.896868
US,MA,1526,Manchaug,42.364807,-71.896868
US,MA,1527,Millbury,42.196144,-71.76272
US,MA,1529,Millville,42.036396,-71.57798
US,MA,1531,New Braintree,42.317121,-72.12248
US,MA,1532,Northborough,42.321917,-71.64692
US,MA,1534,Northbridge,42.140741,-71.64376
US,MA,1535,North Brookfield,42.267274,-72.07823
US,MA,1536,North Grafton,42.231444,-71.70523
US,MA,1537,North Oxford,42.170846,-71.88989
US,MA,1538,North Uxbridge,42.364807,-71.896868
US,MA,1540,Oxford,42.117527,-71.8657
US,MA,1541,Princeton,42.451569,-71.882
US,MA,1542,Rochdale,42.194793,-71.90651
US,MA,1543,Rutland,42.380877,-71.96427
US,MA,1545,Shrewsbury,42.286643,-71.72502
US,MA,1546,Shrewsbury,42.364807,-71.896868
US,MA,1550,Southbridge,42.070827,-72.03533
US,MA,1560,South Grafton,42.177462,-71.69382
US,MA,1561,South Lancaster,42.443539,-71.686137
US,MA,1562,Spencer,42.247212,-71.99227
US,MA,1564,Sterling,42.436875,-71.77333
US,MA,1566,Sturbridge,42.104581,-72.08584
US,MA,1568,Upton,42.17382,-71.60971
US,MA,1569,Uxbridge,42.064978,-71.62992
US,MA,1570,Webster,42.047728,-71.86108
US,MA,1571,Dudley,42.049864,-71.9173
US,MA,1580,Westborough,42.364807,-71.896868
US,MA,1581,Westborough,42.269845,-71.61408
US,MA,1582,Westborough,42.364807,-71.896868
US,MA,1583,West Boylston,42.359842,-71.787
US,MA,1585,West Brookfield,42.242965,-72.16734
US,MA,1586,West Millbury,42.364807,-71.896868
US,MA,1588,Whitinsville,42.114195,-71.67225
US,MA,1590,Sutton,42.131028,-71.75121
US,MA,1601,Worcester,42.265275,-71.879415
US,MA,1602,Worcester,42.272359,-71.84482
US,MA,1603,Worcester,42.240526,-71.83776
US,MA,1604,Worcester,42.255393,-71.77459
US,MA,1605,Worcester,42.286543,-71.78846
US,MA,1606,Worcester,42.311342,-71.79531
US,MA,1607,Worcester,42.229543,-71.79501
US,MA,1608,Worcester,42.261343,-71.80173
US,MA,1609,Worcester,42.271743,-71.81348
US,MA,1610,Worcester,42.248493,-71.80793
US,MA,1611,Cherry Valley,42.238449,-71.87139
US,MA,1612,Paxton,42.307591,-71.91929
US,MA,1613,Worcester,42.293316,-71.801971
US,MA,1614,Worcester,42.364807,-71.896868
US,MA,1615,Worcester,42.364807,-71.896868
US,MA,1634,Tolland,42.069484,-72.999433
US,MA,1653,Worcester,42.364807,-71.896868
US,MA,1654,Worcester,42.364807,-71.896868
US,MA,1655,Worcester,42.364807,-71.896868
US,MA,1701,Framingham,42.318695,-71.42344
US,MA,1702,Framingham,42.283995,-71.42161
US,MA,1703,Framingham,42.446396,-71.459405
US,MA,1704,Framingham,42.446396,-71.459405
US,MA,1705,Framingham,42.446396,-71.459405
US,MA,1718,Village Of Nagog Woods,42.519739,-71.42721
US,MA,1719,Boxborough,42.486259,-71.51244
US,MA,1720,Acton,42.477142,-71.4422
US,MA,1721,Ashland,42.257956,-71.45886
US,MA,1730,Bedford,42.496679,-71.27504
US,MA,1731,Hanscom AFB,42.459085,-71.27556
US,MA,1740,Bolton,42.437086,-71.61266
US,MA,1741,Carlisle,42.5286,-71.35084
US,MA,1742,Concord,42.457201,-71.37478
US,MA,1745,Fayville,42.295544,-71.50468
US,MA,1746,Holliston,42.196065,-71.43797
US,MA,1747,Hopedale,42.125536,-71.53662
US,MA,1748,Hopkinton,42.220447,-71.53418
US,MA,1749,Hudson,42.389813,-71.55791
US,MA,1750,Natick,42.273817,-71.378157
US,MA,1752,Marlborough,42.350909,-71.54753
US,MA,1754,Maynard,42.430781,-71.45594
US,MA,1756,Mendon,42.092006,-71.54474
US,MA,1757,Milford,42.149176,-71.52149
US,MA,1760,Natick,42.290763,-71.35368
US,MA,1770,Sherborn,42.231025,-71.37202
US,MA,1772,Southborough,42.297643,-71.53369
US,MA,1773,Lincoln,42.425537,-71.30316
US,MA,1775,Stow,42.423882,-71.51086
US,MA,1776,Sudbury,42.38532,-71.42989
US,MA,1778,Wayland,42.345583,-71.35643
US,MA,1784,Woodville,42.446396,-71.459405
US,MA,1801,Woburn,42.484545,-71.15206
US,MA,1803,Burlington,42.506362,-71.20008
US,MA,1805,Burlington,42.446396,-71.459405
US,MA,1806,Woburn,42.446396,-71.459405
US,MA,1807,Woburn,42.446396,-71.459405
US,MA,1808,Woburn,42.446396,-71.459405
US,MA,1810,Andover,42.646942,-71.1513
US,MA,1812,Andover,42.647191,-71.184202
US,MA,1813,Woburn,42.446396,-71.459405
US,MA,1815,Woburn,42.446396,-71.459405
US,MA,1820,Pinehurst,42.540779,-71.238175
US,MA,1821,Billerica,42.54805,-71.25054
US,MA,1822,Billerica,42.446396,-71.459405
US,MA,1823,Haverhill,42.800429,-71.11087
US,MA,1824,Chelmsford,42.595491,-71.3544
US,MA,1826,Dracut,42.677772,-71.316
US,MA,1827,Dunstable,42.671356,-71.50292
US,MA,1830,Haverhill,42.78519,-71.07011
US,MA,1831,Haverhill,42.771095,-71.122054
US,MA,1832,Haverhill,42.781357,-71.11023
US,MA,1833,Georgetown,42.729437,-70.98291
US,MA,1834,Groveland,42.750691,-71.02487
US,MA,1835,Haverhill,42.757767,-71.08518
US,MA,1840,Lawrence,42.706941,-71.16181
US,MA,1841,Lawrence,42.71159,-71.16667
US,MA,1842,Lawrence,42.635443,-70.879123
US,MA,1843,Lawrence,42.691091,-71.16078
US,MA,1844,Methuen,42.73004,-71.17935
US,MA,1845,North Andover,42.683841,-71.11171
US,MA,1850,Lowell,42.655791,-71.30504
US,MA,1851,Lowell,42.630915,-71.33238
US,MA,1852,Lowell,42.634112,-71.29849
US,MA,1853,Lowell,42.446396,-71.459405
US,MA,1854,Lowell,42.649758,-71.33348
US,MA,1856,Lowell,42.641779,-71.303488
US,MA,1860,Merrimac,42.834246,-71.00207
US,MA,1862,North Billerica,42.573592,-71.2911
US,MA,1863,North Chelmsford,42.634199,-71.39322
US,MA,1864,North Reading,42.583436,-71.0982
US,MA,1865,Nutting Lake,42.446396,-71.459405
US,MA,1866,Pinehurst,42.446396,-71.459405
US,MA,1867,Reading,42.52585,-71.10993
US,MA,1876,Tewksbury,42.601684,-71.22071
US,MA,1879,Tyngsboro,42.671589,-71.41694
US,MA,1880,Wakefield,42.501345,-71.07132
US,MA,1885,West Boxford,42.635443,-70.879123
